"Dam","Cohort","BroodRef","BroodName","ID","EventDate","Month_Yr","male_brood_WPO","male_brood_EPO","Male_Year_WPO","Male_Year_EPO","Number_Broods_with_Partner","M_EPP_Year","M_EPP_brood","Sex","Age"
4961,2014,1644,"N006",7267,2014-04-02,"2014-04",9,0,22,1,3,1,0,"1",1
5294,2014,1645,"N007",4943,2014-04-04,"2014-04",2,0,5,11,8,1,0,"1",4
6453,2014,1649,"N011",7154,2014-04-05,"2014-04",1,0,8,0,1,0,0,"1",1
4059,2014,1657,"N019",4768,2014-04-10,"2014-04",1,0,9,2,9,1,0,"1",4
6638,2014,1662,"N024",5449,2014-04-11,"2014-04",2,0,10,0,6,0,0,"1",3
5589,2014,1652,"N014",5616,2014-04-08,"2014-04",3,0,12,1,8,1,0,"1",3
5284,2014,1663,"N025",3764,2014-04-12,"2014-04",3,0,7,1,9,1,0,"1",7
6639,2014,1646,"N008",6533,2014-04-12,"2014-04",4,0,9,0,1,0,0,"1",2
6555,2014,1650,"N012",6492,2014-04-13,"2014-04",4,0,14,3,9,1,0,"1",2
4576,2014,1651,"N013",4682,2014-04-13,"2014-04",5,0,11,3,8,1,0,"1",5
4873,2014,1654,"N016",4960,2014-04-16,"2014-04",4,0,7,0,2,0,0,"1",4
5407,2014,1658,"N020",6793,2014-04-17,"2014-04",2,0,2,0,1,0,0,"1",1
7011,2014,1653,"N015",7264,2014-04-18,"2014-04",4,0,12,0,3,0,0,"1",1
4933,2014,1661,"N023",5202,2014-04-20,"2014-04",4,0,13,0,7,0,0,"1",3
6643,2014,1660,"N022",6260,2014-04-20,"2014-04",3,0,10,3,4,1,0,"1",2
6967,2014,1659,"N021",6562,2014-04-19,"2014-04",5,0,10,0,3,0,0,"1",NA
6317,2014,1664,"N026",5466,2014-04-21,"2014-04",4,5,12,8,3,1,1,"1",3
4739,2014,1666,"N028",5466,2014-04-22,"2014-04",4,5,12,8,2,1,1,"1",3
6920,2014,1667,"N029",6902,2014-04-23,"2014-04",4,0,10,0,3,0,0,"1",1
6955,2014,1668,"N030",6927,2014-04-24,"2014-04",5,0,12,0,3,0,0,"1",1
4663,2014,1670,"N032",5424,2014-04-26,"2014-04",5,0,12,1,5,1,0,"1",3
6384,2014,1671,"N033",6509,2014-04-26,"2014-04",2,0,6,1,4,1,0,"1",2
6991,2014,1700,"N062",6377,2014-04-26,"2014-04",3,1,5,1,2,1,1,"1",2
4872,2014,1678,"N040",5675,2014-04-27,"2014-04",4,3,10,3,9,1,1,"1",3
6269,2014,1673,"N035",6270,2014-04-26,"2014-04",5,0,10,2,3,1,0,"1",2
6641,2014,1676,"N038",5031,2014-04-27,"2014-04",4,0,6,1,2,1,0,"1",4
6451,2014,1677,"N039",5623,2014-04-27,"2014-04",4,0,8,0,3,0,0,"1",4
5140,2014,1672,"N034",4895,2014-04-26,"2014-04",3,0,18,5,8,1,0,"1",4
6543,2014,1679,"N041",5222,2014-04-27,"2014-04",5,0,9,1,3,1,0,"1",3
4723,2014,1685,"N047",6461,2014-04-27,"2014-04",4,1,8,4,6,1,1,"1",2
4965,2014,1684,"N046",6503,2014-04-29,"2014-04",2,2,4,3,2,1,1,"1",2
6316,2014,1687,"N049",6344,2014-05-01,"2014-05",3,0,5,2,3,1,0,"1",2
5625,2014,1688,"N050",5195,2014-05-01,"2014-05",1,2,5,4,9,1,1,"1",3
6884,2014,1694,"N056",7060,2014-05-02,"2014-05",4,0,4,0,1,0,0,"1",1
6387,2014,1686,"N048",6969,2014-04-30,"2014-04",3,0,7,0,2,0,0,"1",1
6462,2014,1707,"N069",6648,2014-05-01,"2014-05",4,0,7,0,4,0,0,"1",2
4975,2014,1682,"N044",7267,2014-04-29,"2014-04",9,0,22,1,3,1,0,"1",1
6370,2014,1693,"N055",5311,2014-05-02,"2014-05",4,0,4,0,3,0,0,"1",3
6871,2014,1691,"N053",6816,2014-05-01,"2014-05",2,0,3,0,2,0,0,"1",1
7040,2014,1689,"N051",6833,2014-05-01,"2014-05",5,0,9,0,2,0,0,"1",1
4967,2014,1697,"N059",5461,2014-05-04,"2014-05",2,0,11,0,6,0,0,"1",3
7132,2014,1717,"N079",7000,2014-04-26,"2014-04",4,0,6,0,2,0,0,"1",1
7641,2014,1701,"N063",7071,2014-05-05,"2014-05",1,0,5,0,2,0,0,"1",1
6638,2014,1705,"N067",5449,2014-05-06,"2014-05",3,0,10,0,6,0,0,"1",3
5589,2014,1702,"N064",5616,2014-05-05,"2014-05",4,1,12,1,8,1,1,"1",3
6530,2014,1722,"N084",6817,2014-04-20,"2014-04",2,0,7,0,2,0,0,"1",1
6976,2014,1706,"N068",6436,2014-05-06,"2014-05",5,0,9,0,2,0,0,"1",2
6930,2014,1703,"N065",7203,2014-05-06,"2014-05",3,0,6,0,2,0,0,"1",1
6649,2014,1712,"N074",6923,2014-05-09,"2014-05",5,0,15,0,3,0,0,"1",1
6935,2014,1711,"N073",7046,2014-05-09,"2014-05",5,2,7,2,1,1,1,"1",1
7649,2014,1713,"N075",6786,2014-05-09,"2014-05",5,0,7,0,2,0,0,"1",1
4854,2014,1714,"N076",4929,2014-05-10,"2014-05",2,1,10,5,5,1,1,"1",4
6290,2014,1720,"N082",7268,2014-05-11,"2014-05",3,0,6,0,2,0,0,"1",1
6606,2014,1728,"N090",6687,2014-05-01,"2014-05",5,0,5,0,1,0,0,"1",1
6267,2014,1729,"N091",6270,2014-04-26,"2014-04",5,0,10,2,3,1,0,"1",2
6321,2014,1719,"N081",5517,2014-05-13,"2014-05",5,0,8,0,5,0,0,"1",NA
5294,2014,1727,"N089",4943,2014-05-17,"2014-05",3,2,5,11,8,1,1,"1",4
6323,2014,1730,"N092",6533,2014-05-17,"2014-05",2,0,9,0,2,0,0,"1",2
5407,2014,1725,"N087",7154,2014-05-16,"2014-05",4,0,8,0,2,0,0,"1",1
4059,2014,1721,"N083",4768,2014-05-15,"2014-05",3,2,9,2,9,1,1,"1",4
6946,2014,1748,"N110",6688,2014-05-18,"2014-05",5,0,5,0,1,0,0,"1",1
6888,2014,1735,"N097",4722,2014-05-21,"2014-05",4,1,7,2,2,1,1,"1",5
7086,2014,1752,"N114",6690,2014-05-18,"2014-05",3,0,3,0,1,0,0,"1",1
5284,2014,1737,"N099",3764,2014-05-22,"2014-05",3,0,7,1,9,1,0,"1",7
6250,2014,1739,"N101",6532,2014-05-23,"2014-05",1,0,5,0,2,0,0,"1",2
4576,2014,1740,"N102",4682,2014-05-22,"2014-05",5,3,11,3,8,1,1,"1",5
4873,2014,1742,"N104",4960,2014-05-23,"2014-05",3,0,7,0,2,0,0,"1",4
6907,2014,1743,"N105",7113,2014-05-25,"2014-05",3,0,6,0,2,0,0,"1",1
6643,2014,1759,"N121",6260,2014-05-24,"2014-05",3,2,10,3,4,1,1,"1",2
7114,2014,1760,"N122",7200,2014-05-25,"2014-05",3,0,7,0,1,0,0,"1",1
6555,2014,1761,"N123",6492,2014-05-25,"2014-05",5,3,14,3,9,1,1,"1",2
4933,2014,1745,"N107",5202,2014-05-26,"2014-05",5,0,13,0,7,0,0,"1",3
6845,2014,1746,"N108",6280,2014-05-26,"2014-05",2,0,5,0,2,0,0,"1",2
7011,2014,1767,"N129",7264,2014-05-27,"2014-05",5,0,12,0,3,0,0,"1",1
6387,2014,1741,"N103",6969,2014-05-24,"2014-05",2,0,7,0,2,0,0,"1",1
6458,2014,1769,"N131",6563,2014-05-28,"2014-05",4,1,5,1,3,1,1,"1",2
6987,2014,1758,"N120",6386,2014-05-31,"2014-05",3,0,6,0,2,0,0,"1",2
6267,2014,1771,"N133",6270,2014-05-29,"2014-05",4,0,10,2,3,1,0,"1",2
4872,2014,1753,"N115",5675,2014-05-31,"2014-05",4,0,10,3,9,1,0,"1",3
6530,2014,1772,"N134",6817,2014-05-29,"2014-05",5,0,7,0,2,0,0,"1",1
4961,2014,1754,"N116",7267,2014-05-31,"2014-05",4,0,22,1,3,1,0,"1",1
6317,2014,1750,"N112",5466,2014-05-30,"2014-05",3,2,12,8,3,1,1,"1",3
4663,2014,1762,"N124",5424,2014-06-01,"2014-06",4,1,12,1,5,1,1,"1",3
6689,2014,1773,"N135",7079,2014-05-23,"2014-05",3,0,6,1,2,1,0,"1",1
6897,2014,1789,"N151",6841,2014-06-02,"2014-06",3,0,3,0,1,0,0,"1",1
6920,2014,1764,"N126",6902,2014-06-02,"2014-06",3,0,10,0,3,0,0,"1",1
5140,2014,1755,"N117",4895,2014-05-31,"2014-05",5,3,18,5,8,1,1,"1",4
6967,2014,1757,"N119",6562,2014-05-31,"2014-05",4,0,10,0,3,0,0,"1",NA
6976,2014,1763,"N125",6436,2014-06-01,"2014-06",4,0,9,0,2,0,0,"1",2
6795,2014,1756,"N118",6894,2014-05-31,"2014-05",2,0,2,2,2,1,0,"1",1
6955,2014,1765,"N127",6927,2014-06-02,"2014-06",4,0,12,0,3,0,0,"1",1
4739,2014,1766,"N128",5466,2014-06-03,"2014-06",3,1,12,8,2,1,1,"1",3
4965,2014,1774,"N136",6503,2014-06-05,"2014-06",2,1,4,3,2,1,1,"1",2
6384,2014,1775,"N137",6509,2014-06-05,"2014-06",4,0,6,1,4,1,0,"1",2
6641,2014,1776,"N138",5031,2014-06-05,"2014-06",1,0,6,1,2,1,0,"1",4
6500,2014,1783,"N145",6527,2014-06-06,"2014-06",3,0,3,0,1,0,0,"1",2
6543,2014,1778,"N140",5222,2014-06-06,"2014-06",4,0,9,1,3,1,0,"1",3
6451,2014,1782,"N144",5623,2014-06-07,"2014-06",3,0,8,0,3,0,0,"1",4
6316,2014,1785,"N147",6344,2014-06-08,"2014-06",2,2,5,2,3,1,1,"1",2
5014,2014,1781,"N143",4895,2014-06-07,"2014-06",3,1,18,5,2,1,1,"1",4
4723,2014,1780,"N142",6461,2014-06-07,"2014-06",2,1,8,4,6,1,1,"1",2
5625,2014,1779,"N141",5195,2014-06-06,"2014-06",1,0,5,4,9,1,0,"1",3
4975,2014,1786,"N148",7267,2014-06-09,"2014-06",4,1,22,1,3,1,1,"1",1
6977,2014,1784,"N146",6581,2014-06-08,"2014-06",3,1,3,1,1,1,1,"1",2
6991,2014,1787,"N149",6377,2014-06-08,"2014-06",2,0,5,1,2,1,0,"1",2
6755,2014,1814,"N176",6832,2014-06-09,"2014-06",2,0,2,0,1,0,0,"1",1
6639,2014,1791,"N153",6862,2014-06-11,"2014-06",2,0,2,0,1,0,0,"1",NA
7132,2014,1815,"N177",7000,2014-06-08,"2014-06",2,0,6,0,2,0,0,"1",1
6462,2014,1788,"N150",6648,2014-06-10,"2014-06",3,0,7,0,4,0,0,"1",2
4967,2014,1790,"N152",5461,2014-06-11,"2014-06",4,0,11,0,6,0,0,"1",3
6974,2014,1795,"N157",6790,2014-06-13,"2014-06",2,0,2,0,1,0,0,"1",1
6930,2014,1809,"N171",7203,2014-06-13,"2014-06",3,0,6,0,2,0,0,"1",1
6536,2014,1817,"N179",6391,2014-06-13,"2014-06",3,2,3,5,1,1,1,"1",2
4854,2014,1793,"N155",4929,2014-06-12,"2014-06",5,2,10,5,5,1,1,"1",4
5589,2014,1792,"N154",5616,2014-06-12,"2014-06",5,0,12,1,8,1,0,"1",3
6774,2014,1796,"N158",7274,2014-06-13,"2014-06",3,0,3,0,1,0,0,"1",1
7641,2014,1799,"N161",7071,2014-06-14,"2014-06",4,0,5,0,2,0,0,"1",1
6649,2014,1797,"N159",6923,2014-06-14,"2014-06",4,0,15,0,3,0,0,"1",1
7040,2014,1801,"N163",6833,2014-06-15,"2014-06",4,0,9,0,2,0,0,"1",1
4059,2014,1798,"N160",4768,2014-06-14,"2014-06",4,0,9,2,9,1,0,"1",4
6387,2014,1802,"N164",5202,2014-06-16,"2014-06",3,0,13,0,1,0,0,"1",3
6638,2014,1800,"N162",5449,2014-06-15,"2014-06",5,0,10,0,6,0,0,"1",3
6994,2014,1803,"N165",7002,2014-06-16,"2014-06",4,0,4,0,1,0,0,"1",1
6290,2014,1804,"N166",7268,2014-06-17,"2014-06",3,0,6,0,2,0,0,"1",1
5294,2014,1806,"N168",6969,2014-06-18,"2014-06",2,0,7,0,1,0,0,"1",1
6935,2014,1807,"N169",6808,2014-06-18,"2014-06",4,0,4,0,1,0,0,"1",1
6812,2014,1805,"N167",6435,2014-06-17,"2014-06",1,2,1,5,1,1,1,"1",2
6776,2014,1808,"N170",6924,2014-06-20,"2014-06",4,0,4,0,1,0,0,"1",1
4976,2014,1810,"N172",5139,2014-06-22,"2014-06",3,0,3,0,3,0,0,"1",3
6871,2014,1794,"N156",6816,2014-06-12,"2014-06",1,0,3,0,2,0,0,"1",1
6321,2014,1811,"N173",5517,2014-06-23,"2014-06",2,0,8,0,5,0,0,"1",NA
7649,2014,1812,"N174",6786,2014-06-23,"2014-06",2,0,7,0,2,0,0,"1",1
5284,2014,1819,"N181",3764,2014-06-26,"2014-06",1,0,7,1,9,1,0,"1",7
6323,2014,1831,"N193",6533,2014-06-26,"2014-06",3,0,9,0,2,0,0,"1",2
7276,2014,1832,"N194",7270,2014-06-17,"2014-06",2,0,2,0,1,0,0,"1",1
5214,2014,1820,"N182",4757,2014-06-28,"2014-06",4,1,4,3,5,1,1,"1",5
5407,2014,1821,"N183",7154,2014-06-29,"2014-06",3,0,8,0,2,0,0,"1",1
4576,2014,1823,"N185",4682,2014-06-30,"2014-06",1,0,11,3,8,1,0,"1",5
6870,2014,1850,"N212",7271,2014-06-30,"2014-06",2,0,2,0,1,0,0,"1",1
6888,2014,1824,"N186",4722,2014-07-01,"2014-07",3,0,7,2,2,1,0,"1",5
6250,2014,1825,"N187",6532,2014-07-01,"2014-07",4,0,5,0,2,0,0,"1",2
6643,2014,1827,"N189",6260,2014-07-02,"2014-07",4,1,10,3,4,1,1,"1",2
7133,2014,1833,"N195",7074,2014-07-03,"2014-07",3,0,3,0,1,0,0,"1",1
6508,2014,1828,"N190",7273,2014-07-02,"2014-07",3,0,3,0,1,0,0,"1",1
6919,2014,1830,"N192",6806,2014-07-02,"2014-07",3,0,3,1,1,1,0,"1",1
6689,2014,1826,"N188",7079,2014-07-01,"2014-07",3,1,6,1,2,1,1,"1",1
6845,2014,1836,"N198",6280,2014-07-05,"2014-07",3,0,5,0,2,0,0,"1",2
6987,2014,1858,"N220",6386,2014-07-04,"2014-07",3,0,6,0,2,0,0,"1",2
6555,2014,1829,"N191",6492,2014-07-03,"2014-07",5,0,14,3,9,1,0,"1",2
4961,2014,1835,"N197",7267,2014-07-05,"2014-07",5,0,22,1,3,1,0,"1",1
7103,2014,1837,"N199",6830,2014-07-05,"2014-07",3,0,3,0,2,0,0,"1",1
6458,2014,1848,"N210",6563,2014-07-03,"2014-07",1,0,5,1,3,1,0,"1",2
