Year,BirdID,BirdID_Year,Annual_Number_Broods,Annual_Number_Eggs,Annual_Hatchlings,Annual_Fledgelings_Genetic,AnnFledgeRaised,Age,Survival_CurrentYear,Genetic_Recruits,eti,sti,fti,pti,Sex
2010,4679,4679Y2010,1,0,3,2,2,1,0,3,3,-0.008999122,0.00570676,-0.003292362,0
2010,4689,4689Y2010,1,1,3,1,1,1,0,1,1,-0.008999122,-0.024143986,-0.033143108,0
2010,4721,4721Y2010,1,1,3,2,2,1,1,3,4,0.005926251,0.00570676,0.011633011,0
2010,4723,4723Y2010,2,2,5,3,3,1,1,3,4,0.005926251,0.00570676,0.011633011,0
2010,4739,4739Y2010,3,2,5,4,4,1,1,4,5,0.005926251,0.020632133,0.026558385,0
2010,4744,4744Y2010,3,3,11,5,5,1,0,3,3,-0.008999122,0.00570676,-0.003292362,0
2010,4754,4754Y2010,2,2,3,1,1,1,0,1,1,-0.008999122,-0.024143986,-0.033143108,0
2010,4759,4759Y2010,2,2,6,4,4,2,1,4,5,0.005926251,0.020632133,0.026558385,0
2010,4760,4760Y2010,3,2,4,2,2,2,0,2,2,-0.008999122,-0.009218613,-0.018217735,0
2011,3302,3302Y2011,3,1,8,6,5,5,0,1,1,-0.002055498,0.00303186,0.000976362,0
2011,4037,4037Y2011,2,0,9,5,6,3,0,0,0,-0.002055498,-0.004162384,-0.006217883,0
2011,4049,4049Y2011,3,1,11,6,7,3,0,1,1,-0.002055498,0.00303186,0.000976362,0
2011,4059,4059Y2011,2,0,7,6,6,3,1,2,3,0.005138746,0.010226105,0.015364851,0
2011,4062,4062Y2011,3,0,11,7,7,4,0,0,0,-0.002055498,-0.004162384,-0.006217883,0
2011,4078,4078Y2011,3,0,15,6,5,3,0,0,0,-0.002055498,-0.004162384,-0.006217883,0
2011,4084,4084Y2011,3,0,11,5,5,3,1,1,2,0.005138746,0.00303186,0.008170606,0
2011,4110,4110Y2011,3,0,11,7,7,3,0,2,2,-0.002055498,0.010226105,0.008170606,0
2011,4380,4380Y2011,3,0,7,6,6,7,0,2,2,-0.002055498,0.010226105,0.008170606,0
2011,4585,4585Y2011,2,0,9,7,7,2,0,2,2,-0.002055498,0.010226105,0.008170606,0
2011,4607,4607Y2011,1,0,2,2,1,2,0,1,1,-0.002055498,0.00303186,0.000976362,0
2011,4619,4619Y2011,2,0,7,5,3,2,0,0,0,-0.002055498,-0.004162384,-0.006217883,0
2011,4663,4663Y2011,3,0,13,6,6,2,1,0,1,0.005138746,-0.004162384,0.000976362,0
2011,4721,4721Y2011,2,0,5,3,3,2,0,1,1,-0.002055498,0.00303186,0.000976362,0
2011,4723,4723Y2011,2,1,6,3,3,2,1,1,2,0.005138746,0.00303186,0.008170606,0
2011,4733,4733Y2011,3,0,10,5,6,2,0,2,2,-0.002055498,0.010226105,0.008170606,0
2011,4739,4739Y2011,2,0,7,4,4,2,1,4,5,0.005138746,0.024614594,0.02975334,0
2011,4744,4744Y2011,3,1,8,3,3,2,0,1,1,-0.002055498,0.00303186,0.000976362,0
2011,4759,4759Y2011,3,0,11,5,3,3,0,0,0,-0.002055498,-0.004162384,-0.006217883,0
2011,4830,4830Y2011,2,0,5,2,3,1,0,1,1,-0.002055498,0.00303186,0.000976362,0
2011,4854,4854Y2011,3,0,13,5,2,1,1,2,3,0.005138746,0.010226105,0.015364851,0
2011,4858,4858Y2011,2,0,9,3,5,1,1,1,2,0.005138746,0.00303186,0.008170606,0
2011,4862,4862Y2011,2,0,8,4,3,1,1,0,1,0.005138746,-0.004162384,0.000976362,0
2011,4863,4863Y2011,2,0,8,2,2,1,0,0,0,-0.002055498,-0.004162384,-0.006217883,0
2011,4864,4864Y2011,1,0,3,2,2,1,0,0,0,-0.002055498,-0.004162384,-0.006217883,0
2011,4867,4867Y2011,2,0,7,1,1,1,0,1,1,-0.002055498,0.00303186,0.000976362,0
2011,4870,4870Y2011,1,0,2,0,0,1,0,0,0,-0.002055498,-0.004162384,-0.006217883,0
2011,4872,4872Y2011,3,0,6,3,4,1,1,1,2,0.005138746,0.00303186,0.008170606,0
2011,4873,4873Y2011,3,0,12,2,4,1,1,0,1,0.005138746,-0.004162384,0.000976362,0
2011,4898,4898Y2011,2,0,5,5,3,1,1,0,1,0.005138746,-0.004162384,0.000976362,0
2011,4905,4905Y2011,3,0,9,2,4,1,0,1,1,-0.002055498,0.00303186,0.000976362,0
2011,4909,4909Y2011,2,0,6,1,2,1,0,0,0,-0.002055498,-0.004162384,-0.006217883,0
2011,4927,4927Y2011,1,0,2,0,0,1,0,0,0,-0.002055498,-0.004162384,-0.006217883,0
2011,4931,4931Y2011,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
2011,4933,4933Y2011,3,0,7,4,2,1,1,0,1,0.005138746,-0.004162384,0.000976362,0
2011,4942,4942Y2011,2,0,7,2,4,1,0,0,0,-0.002055498,-0.004162384,-0.006217883,0
2011,4944,4944Y2011,1,0,3,2,3,1,1,0,1,0.005138746,-0.004162384,0.000976362,0
2011,4947,4947Y2011,3,0,8,3,3,1,0,1,1,-0.002055498,0.00303186,0.000976362,0
2011,4961,4961Y2011,2,0,7,3,3,1,1,2,3,0.005138746,0.010226105,0.015364851,0
2011,4963,4963Y2011,1,0,3,2,2,1,1,0,1,0.005138746,-0.004162384,0.000976362,0
2011,4965,4965Y2011,2,0,6,0,2,1,1,0,1,0.005138746,-0.004162384,0.000976362,0
2011,4967,4967Y2011,3,0,12,8,8,1,1,2,3,0.005138746,0.010226105,0.015364851,0
2011,4968,4968Y2011,3,0,12,3,1,1,0,0,0,-0.002055498,-0.004162384,-0.006217883,0
2011,4972,4972Y2011,3,0,11,1,1,1,1,0,1,0.005138746,-0.004162384,0.000976362,0
2011,4974,4974Y2011,2,5,4,2,3,1,0,0,0,-0.002055498,-0.004162384,-0.006217883,0
2011,4979,4979Y2011,1,0,2,2,2,1,0,0,0,-0.002055498,-0.004162384,-0.006217883,0
2011,4982,4982Y2011,3,0,8,3,2,1,0,0,0,-0.002055498,-0.004162384,-0.006217883,0
2011,4985,4985Y2011,2,0,7,5,5,1,0,0,0,-0.002055498,-0.004162384,-0.006217883,0
2011,4989,4989Y2011,2,1,7,3,1,1,0,1,1,-0.002055498,0.00303186,0.000976362,0
2011,5005,5005Y2011,3,0,11,6,6,1,0,1,1,-0.002055498,0.00303186,0.000976362,0
2011,5008,5008Y2011,2,0,1,0,0,1,0,0,0,-0.002055498,-0.004162384,-0.006217883,0
2011,5017,5017Y2011,2,0,6,4,3,1,0,0,0,-0.002055498,-0.004162384,-0.006217883,0
2011,5025,5025Y2011,2,0,5,2,2,1,1,0,1,0.005138746,-0.004162384,0.000976362,0
2011,5030,5030Y2011,1,0,4,1,1,1,0,0,0,-0.002055498,-0.004162384,-0.006217883,0
2011,5046,5046Y2011,2,0,6,6,6,1,0,2,2,-0.002055498,0.010226105,0.008170606,0
2011,5053,5053Y2011,3,0,8,4,3,1,0,0,0,-0.002055498,-0.004162384,-0.006217883,0
2011,5058,5058Y2011,2,0,5,2,2,1,0,0,0,-0.002055498,-0.004162384,-0.006217883,0
2011,5060,5060Y2011,2,0,3,1,1,1,0,1,1,-0.002055498,0.00303186,0.000976362,0
2011,5063,5063Y2011,2,0,6,1,1,1,0,0,0,-0.002055498,-0.004162384,-0.006217883,0
2011,5066,5066Y2011,2,0,6,2,3,1,0,0,0,-0.002055498,-0.004162384,-0.006217883,0
2011,5067,5067Y2011,2,0,9,3,3,1,1,0,1,0.005138746,-0.004162384,0.000976362,0
2012,4059,4059Y2012,3,0,11,3,2,4,1,0,1,0.00172117,-0.024956971,-0.0232358,0
2012,4084,4084Y2012,3,0,12,6,5,4,0,4,4,-0.010327022,0.0232358,0.012908778,0
2012,4576,4576Y2012,3,0,12,5,5,3,1,4,5,0.00172117,0.0232358,0.024956971,0
2012,4663,4663Y2012,3,0,14,9,8,3,1,6,7,0.00172117,0.047332186,0.049053356,0
2012,4723,4723Y2012,3,0,10,6,6,3,1,4,5,0.00172117,0.0232358,0.024956971,0
2012,4739,4739Y2012,2,0,3,1,1,3,1,0,1,0.00172117,-0.024956971,-0.0232358,0
2012,4862,4862Y2012,1,0,4,2,2,2,0,1,1,-0.010327022,-0.012908778,-0.0232358,0
2012,4872,4872Y2012,3,0,11,7,7,2,1,7,8,0.00172117,0.059380379,0.061101549,0
2012,4873,4873Y2012,3,0,5,3,3,2,1,2,3,0.00172117,-0.000860585,0.000860585,0
2012,4898,4898Y2012,2,0,9,3,3,2,1,2,3,0.00172117,-0.000860585,0.000860585,0
2012,4933,4933Y2012,3,0,11,3,4,2,1,2,3,0.00172117,-0.000860585,0.000860585,0
2012,4944,4944Y2012,3,0,9,2,4,2,1,0,1,0.00172117,-0.024956971,-0.0232358,0
2012,4961,4961Y2012,3,0,5,2,1,2,1,1,2,0.00172117,-0.012908778,-0.011187608,0
2012,4963,4963Y2012,3,0,8,6,5,2,1,2,3,0.00172117,-0.000860585,0.000860585,0
2012,4965,4965Y2012,2,1,4,3,3,2,1,4,5,0.00172117,0.0232358,0.024956971,0
2012,4967,4967Y2012,3,0,9,0,1,2,1,0,1,0.00172117,-0.024956971,-0.0232358,0
2012,4975,4975Y2012,3,1,9,2,3,2,1,1,2,0.00172117,-0.012908778,-0.011187608,0
2012,4976,4976Y2012,1,0,4,1,1,2,1,3,4,0.00172117,0.011187608,0.012908778,0
2012,5014,5014Y2012,4,0,16,4,4,2,1,3,4,0.00172117,0.011187608,0.012908778,0
2012,5025,5025Y2012,3,0,12,3,2,2,0,2,2,-0.010327022,-0.000860585,-0.011187608,0
2012,5067,5067Y2012,3,0,9,4,4,2,1,2,3,0.00172117,-0.000860585,0.000860585,0
2012,5093,5093Y2012,3,0,11,0,1,1,1,0,1,0.00172117,-0.024956971,-0.0232358,0
2012,5134,5134Y2012,2,0,8,3,4,1,0,1,1,-0.010327022,-0.012908778,-0.0232358,0
2012,5136,5136Y2012,1,0,3,0,0,1,1,1,2,0.00172117,-0.012908778,-0.011187608,0
2012,5140,5140Y2012,3,0,11,2,2,1,1,0,1,0.00172117,-0.024956971,-0.0232358,0
2012,5214,5214Y2012,2,0,8,6,6,1,1,4,5,0.00172117,0.0232358,0.024956971,0
2012,5284,5284Y2012,3,0,8,5,5,1,1,4,5,0.00172117,0.0232358,0.024956971,0
2012,5294,5294Y2012,3,1,10,5,5,1,1,5,6,0.00172117,0.035283993,0.037005164,0
2012,5407,5407Y2012,2,0,6,1,2,1,1,1,2,0.00172117,-0.012908778,-0.011187608,0
2012,5410,5410Y2012,2,0,5,1,1,1,1,1,2,0.00172117,-0.012908778,-0.011187608,0
2012,5428,5428Y2012,1,0,4,1,0,1,0,3,3,-0.010327022,0.011187608,0.000860585,0
2012,5589,5589Y2012,2,0,9,3,2,1,1,3,4,0.00172117,0.011187608,0.012908778,0
2012,5598,5598Y2012,3,0,10,3,2,1,1,2,3,0.00172117,-0.000860585,0.000860585,0
2012,5625,5625Y2012,2,0,8,1,1,1,1,1,2,0.00172117,-0.012908778,-0.011187608,0
2012,5678,5678Y2012,2,0,0,0,0,1,1,1,2,0.00172117,-0.012908778,-0.011187608,0
2012,6238,6238Y2012,2,0,6,0,1,NA,1,0,1,0.00172117,-0.024956971,-0.0232358,0
2012,6245,6245Y2012,2,0,2,2,2,NA,1,1,2,0.00172117,-0.012908778,-0.011187608,0
2013,4059,4059Y2013,3,0,10,2,3,5,1,2,3,0.001802009,0.002722184,0.004524193,0
2013,4576,4576Y2013,3,0,15,5,5,4,1,2,3,0.001802009,0.002722184,0.004524193,0
2013,4663,4663Y2013,2,0,9,4,6,4,1,4,5,0.001802009,0.015144544,0.016946553,0
2013,4723,4723Y2013,3,0,6,2,0,4,1,2,3,0.001802009,0.002722184,0.004524193,0
2013,4739,4739Y2013,2,0,5,2,2,4,1,1,2,0.001802009,-0.003488996,-0.001686987,0
2013,4854,4854Y2013,3,0,10,4,4,3,1,5,6,0.001802009,0.021355724,0.023157733,0
2013,4858,4858Y2013,3,0,10,2,6,3,0,2,2,-0.004409171,0.002722184,-0.001686987,0
2013,4872,4872Y2013,3,0,8,4,3,3,1,3,4,0.001802009,0.008933364,0.010735373,0
2013,4873,4873Y2013,3,0,11,2,2,3,1,0,1,0.001802009,-0.009700176,-0.007898167,0
2013,4898,4898Y2013,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
2013,4933,4933Y2013,2,0,9,2,5,3,1,1,2,0.001802009,-0.003488996,-0.001686987,0
2013,4944,4944Y2013,2,0,6,3,3,3,0,2,2,-0.004409171,0.002722184,-0.001686987,0
2013,4961,4961Y2013,4,0,6,1,2,3,1,0,1,0.001802009,-0.009700176,-0.007898167,0
2013,4963,4963Y2013,1,0,3,2,2,3,0,2,2,-0.004409171,0.002722184,-0.001686987,0
2013,4965,4965Y2013,2,0,8,2,3,3,1,1,2,0.001802009,-0.003488996,-0.001686987,0
2013,4967,4967Y2013,3,0,11,4,3,3,1,4,5,0.001802009,0.015144544,0.016946553,0
2013,4975,4975Y2013,3,0,12,4,0,3,1,2,3,0.001802009,0.002722184,0.004524193,0
2013,4976,4976Y2013,1,0,4,3,3,3,1,3,4,0.001802009,0.008933364,0.010735373,0
2013,5014,5014Y2013,2,0,6,0,1,3,1,0,1,0.001802009,-0.009700176,-0.007898167,0
2013,5067,5067Y2013,2,0,5,1,2,3,0,0,0,-0.004409171,-0.009700176,-0.014109347,0
2013,5093,5093Y2013,3,0,9,3,3,2,0,2,2,-0.004409171,0.002722184,-0.001686987,0
2013,5140,5140Y2013,3,0,11,4,2,2,1,3,4,0.001802009,0.008933364,0.010735373,0
2013,5214,5214Y2013,2,0,8,1,2,2,1,1,2,0.001802009,-0.003488996,-0.001686987,0
2013,5284,5284Y2013,3,0,13,6,7,2,1,5,6,0.001802009,0.021355724,0.023157733,0
2013,5294,5294Y2013,5,0,8,1,1,2,1,1,2,0.001802009,-0.003488996,-0.001686987,0
2013,5407,5407Y2013,3,0,9,1,3,2,1,1,2,0.001802009,-0.003488996,-0.001686987,0
2013,5410,5410Y2013,2,0,7,3,3,2,1,2,3,0.001802009,0.002722184,0.004524193,0
2013,5438,5438Y2013,1,0,2,1,1,2,0,1,1,-0.004409171,-0.003488996,-0.007898167,0
2013,5589,5589Y2013,3,0,13,6,2,2,1,6,7,0.001802009,0.027566904,0.029368913,0
2013,5598,5598Y2013,4,0,5,0,4,2,0,0,0,-0.004409171,-0.009700176,-0.014109347,0
2013,5625,5625Y2013,2,0,6,0,4,2,1,0,1,0.001802009,-0.009700176,-0.007898167,0
2013,5678,5678Y2013,1,0,0,0,0,2,1,0,1,0.001802009,-0.009700176,-0.007898167,0
2013,6238,6238Y2013,3,0,11,2,3,NA,0,0,0,-0.004409171,-0.009700176,-0.014109347,0
2013,6250,6250Y2013,3,0,9,5,1,1,1,3,4,0.001802009,0.008933364,0.010735373,0
2013,6267,6267Y2013,2,0,4,2,3,1,1,1,2,0.001802009,-0.003488996,-0.001686987,0
2013,6269,6269Y2013,2,0,3,1,1,1,1,1,2,0.001802009,-0.003488996,-0.001686987,0
2013,6290,6290Y2013,3,0,11,2,4,1,1,1,2,0.001802009,-0.003488996,-0.001686987,0
2013,6316,6316Y2013,2,1,8,0,2,1,1,0,1,0.001802009,-0.009700176,-0.007898167,0
2013,6317,6317Y2013,2,1,8,3,5,1,1,2,3,0.001802009,0.002722184,0.004524193,0
2013,6321,6321Y2013,2,0,9,3,2,1,1,3,4,0.001802009,0.008933364,0.010735373,0
2013,6323,6323Y2013,2,0,3,1,0,1,1,1,2,0.001802009,-0.003488996,-0.001686987,0
2013,6370,6370Y2013,2,0,8,1,2,1,1,1,2,0.001802009,-0.003488996,-0.001686987,0
2013,6374,6374Y2013,1,0,4,1,2,1,1,1,2,0.001802009,-0.003488996,-0.001686987,0
2013,6384,6384Y2013,2,0,5,0,1,1,1,0,1,0.001802009,-0.009700176,-0.007898167,0
2013,6387,6387Y2013,2,0,3,0,0,1,1,2,3,0.001802009,0.002722184,0.004524193,0
2013,6392,6392Y2013,2,0,10,3,2,1,1,1,2,0.001802009,-0.003488996,-0.001686987,0
2013,6415,6415Y2013,1,0,4,1,1,1,1,3,4,0.001802009,0.008933364,0.010735373,0
2013,6420,6420Y2013,2,0,5,2,0,1,1,1,2,0.001802009,-0.003488996,-0.001686987,0
2013,6421,6421Y2013,1,0,4,0,0,1,1,1,2,0.001802009,-0.003488996,-0.001686987,0
2013,6451,6451Y2013,2,0,6,1,1,1,1,1,2,0.001802009,-0.003488996,-0.001686987,0
2013,6453,6453Y2013,2,0,6,2,3,1,0,1,1,-0.004409171,-0.003488996,-0.007898167,0
2013,6458,6458Y2013,1,0,2,2,2,1,1,1,2,0.001802009,-0.003488996,-0.001686987,0
2013,6459,6459Y2013,2,0,6,2,0,1,0,1,1,-0.004409171,-0.003488996,-0.007898167,0
2013,6460,6460Y2013,2,0,6,2,1,1,0,2,2,-0.004409171,0.002722184,-0.001686987,0
2013,6462,6462Y2013,2,0,7,4,3,1,1,2,3,0.001802009,0.002722184,0.004524193,0
2013,6473,6473Y2013,2,0,2,0,0,1,1,0,1,0.001802009,-0.009700176,-0.007898167,0
2013,6476,6476Y2013,2,0,7,2,1,1,0,1,1,-0.004409171,-0.003488996,-0.007898167,0
2013,6491,6491Y2013,1,0,3,3,1,1,0,3,3,-0.004409171,0.008933364,0.004524193,0
2013,6499,6499Y2013,3,1,8,2,0,1,0,2,2,-0.004409171,0.002722184,-0.001686987,0
2013,6500,6500Y2013,2,0,6,4,2,1,1,2,3,0.001802009,0.002722184,0.004524193,0
2013,6506,6506Y2013,1,0,4,1,3,1,0,0,0,-0.004409171,-0.009700176,-0.014109347,0
2013,6522,6522Y2013,1,0,3,1,0,1,0,0,0,-0.004409171,-0.009700176,-0.014109347,0
2013,6526,6526Y2013,3,0,4,1,1,1,1,0,1,0.001802009,-0.009700176,-0.007898167,0
2013,6530,6530Y2013,1,0,2,0,1,1,1,0,1,0.001802009,-0.009700176,-0.007898167,0
2013,6536,6536Y2013,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
2013,6543,6543Y2013,2,0,8,6,7,1,1,5,6,0.001802009,0.021355724,0.023157733,0
2013,6544,6544Y2013,2,0,0,0,0,1,1,1,2,0.001802009,-0.003488996,-0.001686987,0
2013,6555,6555Y2013,1,0,2,0,0,1,1,0,1,0.001802009,-0.009700176,-0.007898167,0
2013,6565,6565Y2013,2,0,6,2,1,1,0,1,1,-0.004409171,-0.003488996,-0.007898167,0
2013,6606,6606Y2013,2,0,7,3,2,1,1,1,2,0.001802009,-0.003488996,-0.001686987,0
2013,6638,6638Y2013,4,0,9,2,1,1,1,2,3,0.001802009,0.002722184,0.004524193,0
2013,6639,6639Y2013,1,0,0,0,0,1,1,1,2,0.001802009,-0.003488996,-0.001686987,0
2013,6641,6641Y2013,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
2013,6643,6643Y2013,2,0,6,2,3,1,1,2,3,0.001802009,0.002722184,0.004524193,0
2013,6647,6647Y2013,2,0,7,4,3,1,1,3,4,0.001802009,0.008933364,0.010735373,0
2013,6649,6649Y2013,3,0,8,3,3,1,1,1,2,0.001802009,-0.003488996,-0.001686987,0
2013,7022,7022Y2013,1,0,3,3,1,NA,1,3,4,0.001802009,0.008933364,0.010735373,0
2014,4059,4059Y2014,4,0,10,0,1,6,0,0,0,-0.001168061,-0.000941423,-0.002109484,0
2014,4576,4576Y2014,3,0,11,2,3,5,0,1,1,-0.001168061,0.003242678,0.002074616,0
2014,4663,4663Y2014,3,0,12,2,8,5,0,0,0,-0.001168061,-0.000941423,-0.002109484,0
2014,4723,4723Y2014,3,0,7,1,3,5,1,0,1,0.003016039,-0.000941423,0.002074616,0
2014,4739,4739Y2014,2,0,4,0,0,5,0,0,0,-0.001168061,-0.000941423,-0.002109484,0
2014,4854,4854Y2014,4,0,11,5,6,4,1,0,1,0.003016039,-0.000941423,0.002074616,0
2014,4872,4872Y2014,3,0,9,5,1,4,0,0,0,-0.001168061,-0.000941423,-0.002109484,0
2014,4873,4873Y2014,2,0,6,0,0,4,0,0,0,-0.001168061,-0.000941423,-0.002109484,0
2014,4898,4898Y2014,1,0,0,0,0,4,1,0,1,0.003016039,-0.000941423,0.002074616,0
2014,4933,4933Y2014,2,0,4,0,0,4,0,0,0,-0.001168061,-0.000941423,-0.002109484,0
2014,4961,4961Y2014,4,0,17,2,1,4,0,1,1,-0.001168061,0.003242678,0.002074616,0
2014,4965,4965Y2014,2,0,6,3,1,4,0,0,0,-0.001168061,-0.000941423,-0.002109484,0
2014,4967,4967Y2014,3,0,13,4,4,4,1,2,3,0.003016039,0.007426778,0.010442817,0
2014,4975,4975Y2014,4,0,13,3,3,4,0,0,0,-0.001168061,-0.000941423,-0.002109484,0
2014,4976,4976Y2014,2,0,8,3,2,4,1,0,1,0.003016039,-0.000941423,0.002074616,0
2014,5014,5014Y2014,4,0,15,7,5,4,0,2,2,-0.001168061,0.007426778,0.006258717,0
2014,5136,5136Y2014,1,0,0,0,0,3,0,1,1,-0.001168061,0.003242678,0.002074616,0
2014,5140,5140Y2014,3,0,12,2,2,3,0,1,1,-0.001168061,0.003242678,0.002074616,0
2014,5214,5214Y2014,2,0,8,4,3,3,0,1,1,-0.001168061,0.003242678,0.002074616,0
2014,5284,5284Y2014,3,0,12,4,6,3,1,1,2,0.003016039,0.003242678,0.006258717,0
2014,5294,5294Y2014,4,0,16,2,2,3,0,0,0,-0.001168061,-0.000941423,-0.002109484,0
2014,5407,5407Y2014,3,0,7,1,1,3,1,0,1,0.003016039,-0.000941423,0.002074616,0
2014,5589,5589Y2014,4,0,15,2,3,3,1,0,1,0.003016039,-0.000941423,0.002074616,0
2014,5625,5625Y2014,3,0,10,3,2,3,1,0,1,0.003016039,-0.000941423,0.002074616,0
2014,5678,5678Y2014,1,0,3,1,1,3,0,0,0,-0.001168061,-0.000941423,-0.002109484,0
2014,6245,6245Y2014,1,0,0,0,0,NA,1,1,2,0.003016039,0.003242678,0.006258717,0
2014,6250,6250Y2014,3,0,12,4,2,2,1,0,1,0.003016039,-0.000941423,0.002074616,0
2014,6267,6267Y2014,3,0,7,2,2,2,1,0,1,0.003016039,-0.000941423,0.002074616,0
2014,6269,6269Y2014,1,0,2,0,1,2,1,0,1,0.003016039,-0.000941423,0.002074616,0
2014,6290,6290Y2014,4,0,11,2,2,2,1,0,1,0.003016039,-0.000941423,0.002074616,0
2014,6316,6316Y2014,2,0,7,3,5,2,1,1,2,0.003016039,0.003242678,0.006258717,0
2014,6317,6317Y2014,3,0,9,4,1,2,0,0,0,-0.001168061,-0.000941423,-0.002109484,0
2014,6321,6321Y2014,3,0,9,2,2,2,0,0,0,-0.001168061,-0.000941423,-0.002109484,0
2014,6323,6323Y2014,2,0,8,2,1,2,0,1,1,-0.001168061,0.003242678,0.002074616,0
2014,6370,6370Y2014,3,0,6,3,2,2,1,0,1,0.003016039,-0.000941423,0.002074616,0
2014,6384,6384Y2014,2,0,7,2,3,2,1,0,1,0.003016039,-0.000941423,0.002074616,0
2014,6387,6387Y2014,3,0,7,2,1,2,0,0,0,-0.001168061,-0.000941423,-0.002109484,0
2014,6415,6415Y2014,1,0,0,0,0,2,0,0,0,-0.001168061,-0.000941423,-0.002109484,0
2014,6420,6420Y2014,1,0,3,1,1,2,0,0,0,-0.001168061,-0.000941423,-0.002109484,0
2014,6421,6421Y2014,1,0,0,0,0,2,0,0,0,-0.001168061,-0.000941423,-0.002109484,0
2014,6451,6451Y2014,3,0,9,4,3,2,1,2,3,0.003016039,0.007426778,0.010442817,0
2014,6458,6458Y2014,2,0,2,1,1,2,0,0,0,-0.001168061,-0.000941423,-0.002109484,0
2014,6462,6462Y2014,2,0,6,2,3,2,0,0,0,-0.001168061,-0.000941423,-0.002109484,0
2014,6463,6463Y2014,1,0,4,0,0,2,0,0,0,-0.001168061,-0.000941423,-0.002109484,0
2014,6472,6472Y2014,1,0,3,1,1,2,1,0,1,0.003016039,-0.000941423,0.002074616,0
2014,6473,6473Y2014,1,0,0,0,0,2,0,0,0,-0.001168061,-0.000941423,-0.002109484,0
2014,6500,6500Y2014,2,0,8,1,1,2,0,0,0,-0.001168061,-0.000941423,-0.002109484,0
2014,6508,6508Y2014,1,0,3,0,0,2,0,0,0,-0.001168061,-0.000941423,-0.002109484,0
2014,6526,6526Y2014,2,0,4,0,0,2,0,0,0,-0.001168061,-0.000941423,-0.002109484,0
2014,6530,6530Y2014,3,0,11,0,3,2,0,0,0,-0.001168061,-0.000941423,-0.002109484,0
2014,6536,6536Y2014,3,0,6,1,1,2,1,0,1,0.003016039,-0.000941423,0.002074616,0
2014,6543,6543Y2014,2,0,10,4,3,2,0,0,0,-0.001168061,-0.000941423,-0.002109484,0
2014,6544,6544Y2014,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
2014,6555,6555Y2014,3,0,13,5,4,2,1,1,2,0.003016039,0.003242678,0.006258717,0
2014,6606,6606Y2014,1,0,5,2,2,2,0,2,2,-0.001168061,0.007426778,0.006258717,0
2014,6638,6638Y2014,3,0,12,2,1,2,0,0,0,-0.001168061,-0.000941423,-0.002109484,0
2014,6639,6639Y2014,2,0,6,1,3,2,0,0,0,-0.001168061,-0.000941423,-0.002109484,0
2014,6641,6641Y2014,2,0,6,1,2,2,0,0,0,-0.001168061,-0.000941423,-0.002109484,0
2014,6643,6643Y2014,3,0,11,1,1,2,1,0,1,0.003016039,-0.000941423,0.002074616,0
2014,6647,6647Y2014,1,0,2,0,0,2,1,0,1,0.003016039,-0.000941423,0.002074616,0
2014,6649,6649Y2014,3,0,13,7,6,2,0,0,0,-0.001168061,-0.000941423,-0.002109484,0
2014,6689,6689Y2014,2,0,5,0,0,1,0,0,0,-0.001168061,-0.000941423,-0.002109484,0
2014,6724,6724Y2014,1,0,0,0,0,1,1,0,1,0.003016039,-0.000941423,0.002074616,0
2014,6755,6755Y2014,1,0,1,1,1,1,1,1,2,0.003016039,0.003242678,0.006258717,0
2014,6767,6767Y2014,2,0,8,1,1,1,0,0,0,-0.001168061,-0.000941423,-0.002109484,0
2014,6774,6774Y2014,2,0,6,2,1,1,0,1,1,-0.001168061,0.003242678,0.002074616,0
2014,6776,6776Y2014,2,0,7,0,1,1,0,0,0,-0.001168061,-0.000941423,-0.002109484,0
2014,6788,6788Y2014,3,0,12,4,1,1,0,0,0,-0.001168061,-0.000941423,-0.002109484,0
2014,6795,6795Y2014,3,0,3,0,0,1,0,0,0,-0.001168061,-0.000941423,-0.002109484,0
2014,6812,6812Y2014,2,0,1,0,0,1,0,0,0,-0.001168061,-0.000941423,-0.002109484,0
2014,6845,6845Y2014,2,0,7,2,1,1,1,0,1,0.003016039,-0.000941423,0.002074616,0
2014,6870,6870Y2014,1,0,3,0,0,1,0,0,0,-0.001168061,-0.000941423,-0.002109484,0
2014,6871,6871Y2014,2,0,3,1,2,1,0,0,0,-0.001168061,-0.000941423,-0.002109484,0
2014,6884,6884Y2014,1,0,2,1,0,1,0,0,0,-0.001168061,-0.000941423,-0.002109484,0
2014,6888,6888Y2014,2,0,8,4,3,1,0,1,1,-0.001168061,0.003242678,0.002074616,0
2014,6897,6897Y2014,2,0,6,1,1,1,0,0,0,-0.001168061,-0.000941423,-0.002109484,0
2014,6907,6907Y2014,2,0,7,1,1,1,0,1,1,-0.001168061,0.003242678,0.002074616,0
2014,6919,6919Y2014,1,0,3,0,0,1,0,0,0,-0.001168061,-0.000941423,-0.002109484,0
2014,6920,6920Y2014,3,0,12,1,1,1,0,0,0,-0.001168061,-0.000941423,-0.002109484,0
2014,6930,6930Y2014,2,0,5,2,2,1,0,0,0,-0.001168061,-0.000941423,-0.002109484,0
